,Unnamed: 0,brand,product,shade_name,hex_code,lightness,imgSrc,retailer,url
10,10,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,teak,#E5AE8F,0.729411765,https://images.ulta.com/is/image/Ulta/2549913sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
11,11,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,desert,#E0AE8C,0.71372549,https://images.ulta.com/is/image/Ulta/2549907sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
12,12,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,buff,#E1B186,0.703921569,https://images.ulta.com/is/image/Ulta/2528175sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
13,13,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,buttercup,#E2AD7F,0.692156863,https://images.ulta.com/is/image/Ulta/2529035sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
14,14,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,camel,#D59C79,0.654901961,https://images.ulta.com/is/image/Ulta/2549922sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
15,15,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,noisette,#D49971,0.637254902,https://images.ulta.com/is/image/Ulta/2528177sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
16,16,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,pebble,#D8A284,0.682352941,https://images.ulta.com/is/image/Ulta/2549915sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
17,17,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,driftwood,#DBA679,0.666666667,https://images.ulta.com/is/image/Ulta/2529029sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
18,18,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,cassava,#D29B7B,0.652941176,https://images.ulta.com/is/image/Ulta/2549916sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
19,19,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,khaki,#CE9770,0.623529412,https://images.ulta.com/is/image/Ulta/2549920sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
20,20,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,olive,#CC9A70,0.619607843,https://images.ulta.com/is/image/Ulta/2528167sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
21,21,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,hazel,#C38353,0.545098039,https://images.ulta.com/is/image/Ulta/2549909sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
22,22,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,fawn,#AD6D4B,0.48627451,https://images.ulta.com/is/image/Ulta/2528171sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
23,23,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,bamboo,#AA6D46,0.470588235,https://images.ulta.com/is/image/Ulta/2528168sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
24,24,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,tan,#AA7555,0.5,https://images.ulta.com/is/image/Ulta/2528166sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
25,25,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,café,#A56949,0.466666667,https://images.ulta.com/is/image/Ulta/2528169sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
26,26,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,sepia,#A36446,0.456862745,https://images.ulta.com/is/image/Ulta/2549919sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
27,27,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,amber,#A0633F,0.437254902,https://images.ulta.com/is/image/Ulta/2528176sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
28,28,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,maple,#965837,0.401960784,https://images.ulta.com/is/image/Ulta/2528174sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
29,29,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,terracotta,#865034,0.364705882,https://images.ulta.com/is/image/Ulta/2549911sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
30,30,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,cardamom,#79442C,0.323529412,https://images.ulta.com/is/image/Ulta/2549905sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
31,31,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,coconut,#754127,0.305882353,https://images.ulta.com/is/image/Ulta/2549914sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
32,32,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,walnut,#6C3923,0.280392157,https://images.ulta.com/is/image/Ulta/2529032sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
33,33,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,mocha,#74462C,0.31372549,https://images.ulta.com/is/image/Ulta/2549917sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
34,34,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,clove,#7B472E,0.331372549,https://images.ulta.com/is/image/Ulta/2549921sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
35,35,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,truffle,#713E2A,0.303921569,https://images.ulta.com/is/image/Ulta/2549924sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
36,36,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,sienna,#663727,0.276470588,https://images.ulta.com/is/image/Ulta/2528178sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
37,37,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,espresso,#643927,0.27254902,https://images.ulta.com/is/image/Ulta/2529030sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
38,38,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,mahogany,#5B332A,0.260784314,https://images.ulta.com/is/image/Ulta/2528179sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
39,39,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,tonka,#5B3429,0.258823529,https://images.ulta.com/is/image/Ulta/2549918sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
40,40,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,cacao,#4F322C,0.241176471,https://images.ulta.com/is/image/Ulta/2528180sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
41,41,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,chestnut,#472D29,0.219607843,https://images.ulta.com/is/image/Ulta/2529031sw?$50px$,Sephora,https://www.sephora.es/p/ultimate-coverage-24-hour-foundation---fondo-de-maquillaje-cobertura-perfecta-P2915006.html
42,42,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,fair cool,#EACFB7,0.817647059,https://images.ulta.com/is/image/Ulta/2547818sw?$tn$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
43,43,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,light warm,#F7D3B3,0.835294118,https://images.ulta.com/is/image/Ulta/2547823sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
44,44,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,light neutral warm,#E9C7A4,0.778431373,https://images.ulta.com/is/image/Ulta/2547822sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
45,45,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,medium neutral,#D0B099,0.707843137,https://images.ulta.com/is/image/Ulta/2547831sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
46,46,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,shade   medium neutral warm,#DCB590,0.71372549,https://images.ulta.com/is/image/Ulta/2547830sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
47,47,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,medium warm,#D5A575,0.647058824,https://images.ulta.com/is/image/Ulta/2547829sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
48,48,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,medium-tan neutral,#C88C3F,0.515686275,https://images.ulta.com/is/image/Ulta/2547826sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
49,49,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,tan warm,#AB6939,0.447058824,https://images.ulta.com/is/image/Ulta/2547838sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
50,50,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,deep neutral,#8D5D35,0.380392157,https://images.ulta.com/is/image/Ulta/2547827sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
51,51,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,deep warm,#914D26,0.358823529,https://images.ulta.com/is/image/Ulta/2547840sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
52,52,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,dark neutral,#6E452B,0.3,https://images.ulta.com/is/image/Ulta/2547836sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
53,53,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,dark warm,#83503F,0.380392157,https://images.ulta.com/is/image/Ulta/2547828sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
54,54,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,fair cool,#E3CFB7,0.803921569,https://images.ulta.com/is/image/Ulta/2546882sw?$tn$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
55,55,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,light neutral,#EDD2B5,0.819607843,https://images.ulta.com/is/image/Ulta/2546886sw?$50px$,Ulta,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277
56,56,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,light neutral warm,#DFC7A5,0.760784314,https://images.ulta.com/is/image/Ulta/2546884sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
57,57,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,medium neutral,#C7AE98,0.688235294,https://images.ulta.com/is/image/Ulta/2546883sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
58,58,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,shade   medium neutral warm,#DAB48A,0.698039216,https://images.ulta.com/is/image/Ulta/2546885sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
59,59,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,medium warm,#D0A270,0.62745098,https://images.ulta.com/is/image/Ulta/2546889sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
60,60,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,medium-tan neutral,#C39E68,0.58627451,https://images.ulta.com/is/image/Ulta/2546890sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
61,61,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,tan warm,#B48E69,0.558823529,https://images.ulta.com/is/image/Ulta/2546887sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
62,62,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,deep neutral,#B78145,0.494117647,https://images.ulta.com/is/image/Ulta/2546888sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
63,63,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,deep warm,#946542,0.419607843,https://images.ulta.com/is/image/Ulta/2546948sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
64,64,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,dark neutral,#926738,0.396078431,https://images.ulta.com/is/image/Ulta/2546950sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
65,65,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,dark warm,#7F5739,0.360784314,https://images.ulta.com/is/image/Ulta/2546952sw?$50px$,Ulta,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275
66,66,It Cosmetics,CC+ Cream with SPF 50+,fair,#F9EFE3,0.933333333,https://images.ulta.com/is/image/Ulta/2264063sw?$tn$,Ulta,https://www.sephora.com/product/your-skin-but-better-cc-airbrush-perfecting-powder-spf-50-P411889?icid2=products%20grid:p411889
67,67,It Cosmetics,CC+ Cream with SPF 50+,fair light,#FCEBDB,0.923529412,https://images.ulta.com/is/image/Ulta/2533844sw?$50px$,Ulta,https://www.sephora.com/product/your-skin-but-better-cc-illumination-cream-spf-50-P411884?icid2=products%20grid:p411884
68,68,It Cosmetics,CC+ Cream with SPF 50+,light,#FBE6D1,0.901960784,https://images.ulta.com/is/image/Ulta/2264064sw?$50px$,Ulta,https://www.sephora.com/product/your-skin-but-better-cc-airbrush-perfecting-powder-spf-50-P411889?icid2=products%20grid:p411889
69,69,It Cosmetics,CC+ Cream with SPF 50+,light medium,#F6CEAB,0.817647059,https://images.ulta.com/is/image/Ulta/2533868sw?$50px$,Ulta,https://www.sephora.com/product/your-skin-but-better-cc-illumination-cream-spf-50-P411884?icid2=products%20grid:p411884
70,70,It Cosmetics,CC+ Cream with SPF 50+,medium,#EEC7A0,0.780392157,https://images.ulta.com/is/image/Ulta/2264065sw?$50px$,Ulta,https://www.sephora.com/product/your-skin-but-better-cc-airbrush-perfecting-powder-spf-50-P411889?icid2=products%20grid:p411889
71,71,It Cosmetics,CC+ Cream with SPF 50+,neutral medium,#F1C09B,0.776470588,https://images.ulta.com/is/image/Ulta/2533859sw?$50px$,Ulta,https://www.sephora.com/product/your-skin-but-better-cc-illumination-cream-spf-50-P411884?icid2=products%20grid:p411884
72,72,It Cosmetics,CC+ Cream with SPF 50+,medium tan,#E0AE86,0.701960784,https://images.ulta.com/is/image/Ulta/2509231sw?$50px$,Ulta,https://www.sephora.com/product/your-skin-but-better-cc-airbrush-perfecting-powder-spf-50-P411889?icid2=products%20grid:p411889
73,73,It Cosmetics,CC+ Cream with SPF 50+,neutral tan,#E6A77C,0.694117647,https://images.ulta.com/is/image/Ulta/2533849sw?$50px$,Ulta,https://www.sephora.com/product/your-skin-but-better-cc-illumination-cream-spf-50-P411884?icid2=products%20grid:p411884
74,74,It Cosmetics,CC+ Cream with SPF 50+,tan,#E1965E,0.625490196,https://images.ulta.com/is/image/Ulta/2264066sw?$50px$,Ulta,https://www.sephora.com/product/your-skin-but-better-cc-airbrush-perfecting-powder-spf-50-P411889?icid2=products%20grid:p411889
75,75,It Cosmetics,CC+ Cream with SPF 50+,rich,#C6713E,0.509803922,https://images.ulta.com/is/image/Ulta/2509232sw?$50px$,Ulta,https://www.sephora.com/product/your-skin-but-better-cc-airbrush-perfecting-powder-spf-50-P411889?icid2=products%20grid:p411889
76,76,It Cosmetics,CC+ Cream with SPF 50+,rich honey,#9E502B,0.394117647,https://images.ulta.com/is/image/Ulta/2533843sw?$50px$,Ulta,https://www.sephora.com/product/your-skin-but-better-cc-illumination-cream-spf-50-P411884?icid2=products%20grid:p411884
77,77,It Cosmetics,CC+ Cream with SPF 50+,deep,#85412F,0.352941176,https://images.ulta.com/is/image/Ulta/2509233sw?$50px$,Ulta,https://www.sephora.com/product/your-skin-but-better-cc-airbrush-perfecting-powder-spf-50-P411889?icid2=products%20grid:p411889
78,78,It Cosmetics,Your Skin But Better Foundation + Skincare,medium neutral,#D9A681,0.678431373,https://images.ulta.com/is/image/Ulta/2568662sw?$tn$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
79,79,It Cosmetics,Your Skin But Better Foundation + Skincare,fair warm,#FAE6D2,0.901960784,https://images.ulta.com/is/image/Ulta/2568652sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
80,80,It Cosmetics,Your Skin But Better Foundation + Skincare,fair neutral,#E8CCB5,0.809803922,https://images.ulta.com/is/image/Ulta/2570827sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
81,83,It Cosmetics,Your Skin But Better Foundation + Skincare,light cool,#F4CBA8,0.807843137,https://images.ulta.com/is/image/Ulta/2568659sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
82,84,It Cosmetics,Your Skin But Better Foundation + Skincare,light neutral,#EAC1A9,0.790196078,https://images.ulta.com/is/image/Ulta/2570828sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
83,85,It Cosmetics,Your Skin But Better Foundation + Skincare,light warm,#EDC6A1,0.780392157,https://images.ulta.com/is/image/Ulta/2568655sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
84,90,It Cosmetics,Your Skin But Better Foundation + Skincare,medium cool,#DDB290,0.715686275,https://images.ulta.com/is/image/Ulta/2568675sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
85,93,It Cosmetics,Your Skin But Better Foundation + Skincare,medium warm,#D7A06F,0.639215686,https://images.ulta.com/is/image/Ulta/2568660sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
86,97,It Cosmetics,Your Skin But Better Foundation + Skincare,tan neutral,#C1936F,0.596078431,https://images.ulta.com/is/image/Ulta/2570834sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
87,98,It Cosmetics,Your Skin But Better Foundation + Skincare,tan cool,#CD996C,0.61372549,https://images.ulta.com/is/image/Ulta/2568667sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
88,99,It Cosmetics,Your Skin But Better Foundation + Skincare,tan warm,#D09868,0.611764706,https://images.ulta.com/is/image/Ulta/2568668sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
89,104,It Cosmetics,Your Skin But Better Foundation + Skincare,rich cool,#AA7451,0.492156863,https://images.ulta.com/is/image/Ulta/2568669sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
90,105,It Cosmetics,Your Skin But Better Foundation + Skincare,rich warm,#9E6338,0.419607843,https://images.ulta.com/is/image/Ulta/2568664sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
91,106,It Cosmetics,Your Skin But Better Foundation + Skincare,rich neutral,#9E6E4D,0.460784314,https://images.ulta.com/is/image/Ulta/2570836sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
92,111,It Cosmetics,Your Skin But Better Foundation + Skincare,deep neutral,#7C4E3A,0.356862745,https://images.ulta.com/is/image/Ulta/2570839sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
93,112,It Cosmetics,Your Skin But Better Foundation + Skincare,deep cool,#895337,0.376470588,https://images.ulta.com/is/image/Ulta/2570840sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
94,113,It Cosmetics,Your Skin But Better Foundation + Skincare,deep warm,#73492A,0.307843137,https://images.ulta.com/is/image/Ulta/2568670sw?$50px$,Ulta,https://www.sephora.com/product/it-cosmetics-your-skin-but-better-foundation-skincare-P461600?icid2=products%20grid:p461600
95,118,KVD Vegan Beauty,Lock-It Foundation,medium,#D19264,0.605882353,https://images.ulta.com/is/image/Ulta/2570562sw?$tn$,Ulta,https://www.sephora.com/product/lock-it-powder-foundation-refills-P447557?icid2=products%20grid:p447557
96,119,KVD Vegan Beauty,Lock-It Foundation,light,#F9D3B9,0.850980392,https://images.ulta.com/is/image/Ulta/2570704sw?$50px$,Ulta,https://www.sephora.com/product/lock-it-powder-foundation-refills-P447557?icid2=products%20grid:p447557
97,148,KVD Vegan Beauty,Lock-It Foundation,deep,#AA653E,0.454901961,https://images.ulta.com/is/image/Ulta/2570716sw?$50px$,Ulta,https://www.sephora.com/product/lock-it-powder-foundation-refills-P447557?icid2=products%20grid:p447557
98,162,KVD Vegan Beauty,Lock-It Powder Foundation,medium,#D19A71,0.631372549,https://images.ulta.com/is/image/Ulta/2571112sw?$tn$,Ulta,https://www.sephora.com/product/lock-it-powder-foundation-refills-P447557?icid2=products%20grid:p447557
99,163,KVD Vegan Beauty,Lock-It Powder Foundation,fair,#DAC8C0,0.803921569,https://images.ulta.com/is/image/Ulta/2571120sw?$50px$,Ulta,https://www.sephora.com/product/lock-it-powder-foundation-refills-P447557?icid2=products%20grid:p447557
